Stichdatum,PLZ,Geschlecht,Nachname,Anzahl,Rang,ORTBEZ18
2020-10-01,8487,w,Meier,6,5,Zell ZH/Rämismühle
2020-10-01,8487,w,Pfister,6,5,Zell ZH/Rämismühle
2020-10-01,8487,m,Pfister,10,2,Zell ZH/Rämismühle
2020-10-01,8487,m,Logiurato,8,4,Zell ZH/Rämismühle
2020-10-01,8488,w,Rüegg,15,4,Turbenthal
2020-10-01,8488,m,Büchi,22,3,Turbenthal
2020-10-01,8489,w,Bühler,11,1,Schalchen/Wildberg/Ehrikon
2020-10-01,8489,w,Müller,8,3,Schalchen/Wildberg/Ehrikon
2020-10-01,8489,m,Leuenberger,9,4,Schalchen/Wildberg/Ehrikon
2020-10-01,8489,m,Müller,8,5,Schalchen/Wildberg/Ehrikon
2020-10-01,8489,m,Kübler,8,5,Schalchen/Wildberg/Ehrikon
2020-10-01,8492,w,Kägi,14,4,Wila
2020-10-01,8492,w,Bosshard,12,5,Wila
2020-10-01,8492,m,Graf,20,1,Wila
2020-10-01,8492,m,Waldvogel,17,3,Wila
2020-10-01,8493,w,Küng,12,2,Saland
2020-10-01,8493,w,Rüegg,11,3,Saland
2020-10-01,8493,w,Jucker,11,3,Saland
2020-10-01,8493,m,Rüegg,11,4,Saland
2020-10-01,8494,w,Schoch,20,2,Bauma
2020-10-01,8494,w,Müller,11,5,Bauma
2020-10-01,8494,m,Rüegg,37,1,Bauma
2020-10-01,8494,m,Schoch,18,2,Bauma
2020-10-01,8494,m,Graf,14,4,Bauma
2020-10-01,8495,w,n/a,5,2,Schmidrüti
2020-10-01,8495,w,n/a,3,5,Schmidrüti
2020-10-01,8495,m,Brunner,7,1,Schmidrüti
2020-10-01,8496,w,Kuster,7,5,Steg im Tösstal
2020-10-01,8496,m,Keller,15,2,Steg im Tösstal
2020-10-01,8496,m,Baggenstos,9,4,Steg im Tösstal
2020-10-01,8496,m,Egli,7,5,Steg im Tösstal
2020-10-01,8497,w,Schoch,14,2,Fischenthal
2020-10-01,8497,w,Egli,8,3,Fischenthal
2020-10-01,8498,m,Müller,9,3,Gibswil
2020-10-01,8500,w,Frei,88,3,Frauenfeld/Gerlikon
2020-10-01,8500,m,Meier,74,4,Frauenfeld/Gerlikon
2020-10-01,8505,w,Keller,33,1,Pfyn/Dettighofen
2020-10-01,8505,w,Klemenz,8,5,Pfyn/Dettighofen
2020-10-01,8506,w,Schäfli,8,1,Lanzenneunforn
2020-10-01,8506,w,Stäheli,6,2,Lanzenneunforn
2020-10-01,8506,w,Frei,6,2,Lanzenneunforn
2020-10-01,8506,m,Kressibucher,9,1,Lanzenneunforn
2020-10-01,8506,m,Frei,8,2,Lanzenneunforn
2020-10-01,8507,w,Frei,19,1,Hörhausen
2020-10-01,8507,w,Kressebuch,15,2,Hörhausen
2020-10-01,8507,m,Frei,16,1,Hörhausen
2020-10-01,8507,m,Blaser,7,5,Hörhausen
2020-10-01,8507,m,Herzog,7,5,Hörhausen
2020-10-01,8508,w,Frei,13,2,Homburg
2020-10-01,8508,w,Studer,10,4,Homburg
2020-10-01,8512,w,Frei,7,4,Thundorf/Lustdorf/Wetzikon TG
2020-10-01,8512,m,Kaufmann,11,3,Thundorf/Lustdorf/Wetzikon TG
2020-10-01,8514,w,Keller,22,1,Amlikon-Bissegg
2020-10-01,8514,w,Schmid,15,2,Amlikon-Bissegg
2020-10-01,8514,w,Wellauer,12,3,Amlikon-Bissegg
2020-10-01,8514,m,Zurbuchen,10,3,Amlikon-Bissegg
2020-10-01,8514,m,Rietmann,10,3,Amlikon-Bissegg
2020-10-01,8514,m,Weber,9,5,Amlikon-Bissegg
2020-10-01,8522,m,Huber,6,1,Aawangen/Häuslenen
2020-10-01,8522,m,Leuenberger,6,1,Aawangen/Häuslenen
2020-10-01,8523,w,Albert,7,4,Hagenbuch ZH
2020-10-01,8523,m,Rechsteiner,10,1,Hagenbuch ZH
2020-10-01,8523,m,Vogt,8,4,Hagenbuch ZH
2020-10-01,8523,m,Steinemann,8,4,Hagenbuch ZH
2020-10-01,8524,w,Müller,18,1,Buch b. Frauenfeld/Uesslingen
2020-10-01,8524,w,Lenz,14,2,Buch b. Frauenfeld/Uesslingen
2020-10-01,8524,w,Rieser,8,5,Buch b. Frauenfeld/Uesslingen
2020-10-01,8524,m,Keller,18,1,Buch b. Frauenfeld/Uesslingen
2020-10-01,8524,m,Schmid,14,4,Buch b. Frauenfeld/Uesslingen
2020-10-01,8525,w,Müller,9,1,Niederneunforn/Wilen b. Neunforn
2020-10-01,8525,w,n/a,5,3,Niederneunforn/Wilen b. Neunforn
2020-10-01,8525,m,Müller,11,1,Niederneunforn/Wilen b. Neunforn
2020-10-01,8525,m,Kägi,6,3,Niederneunforn/Wilen b. Neunforn
2020-10-01,8525,m,n/a,5,5,Niederneunforn/Wilen b. Neunforn
2020-10-01,8526,w,Müller,14,1,Oberneunforn
2020-10-01,8526,w,Götz,7,5,Oberneunforn
2020-10-01,8526,m,Hofer,7,5,Oberneunforn
2020-10-01,8526,m,Gredig,7,5,Oberneunforn
2020-10-01,8532,w,Frei,13,2,Warth/Weiningen TG
2020-10-01,8532,w,Keller,7,4,Warth/Weiningen TG
2020-10-01,8532,m,Geiges,13,2,Warth/Weiningen TG
2020-10-01,8532,m,Harder,10,5,Warth/Weiningen TG
2020-10-01,8535,w,Stäheli,8,1,Herdern
2020-10-01,8535,w,Schär,7,3,Herdern
2020-10-01,8535,w,Siegenthaler,6,4,Herdern
2020-10-01,8535,m,Frey,6,4,Herdern
2020-10-01,8535,m,Spaar,6,4,Herdern
2020-10-01,8536,w,Frei,8,2,Hüttwilen
2020-10-01,8536,w,Keller,8,2,Hüttwilen
2020-10-01,8536,m,Hagen,24,1,Hüttwilen
2020-10-01,8536,m,Huber,8,3,Hüttwilen
2020-10-01,8537,w,Hagen,10,1,Nussbaumen TG/Uerschhausen
2020-10-01,8537,m,Hagen,12,1,Nussbaumen TG/Uerschhausen
2020-10-01,8537,m,Schneider,6,5,Nussbaumen TG/Uerschhausen
2020-10-01,8542,w,Müller,37,2,Wiesendangen
2020-10-01,8542,w,Keller,20,4,Wiesendangen
2020-10-01,8542,m,Meier,41,1,Wiesendangen
2020-10-01,8542,m,Schmid,28,2,Wiesendangen
2020-10-01,8543,w,Bachmann,9,1,Gundetswil/Kefikon ZH/Bertschikon
2020-10-01,8543,w,Greuter,8,2,Gundetswil/Kefikon ZH/Bertschikon
2020-10-01,8543,w,Grob,8,2,Gundetswil/Kefikon ZH/Bertschikon
2020-10-01,8543,w,Berger,7,4,Gundetswil/Kefikon ZH/Bertschikon
2020-10-01,8543,w,Thalmann,7,4,Gundetswil/Kefikon ZH/Bertschikon
2020-10-01,8543,w,Schär,7,4,Gundetswil/Kefikon ZH/Bertschikon
2020-10-01,8543,m,Schmid,11,1,Gundetswil/Kefikon ZH/Bertschikon
2020-10-01,8544,w,n/a,3,4,Attikon
2020-10-01,8544,m,Hauser,10,1,Attikon
2020-10-01,8544,m,n/a,4,5,Attikon
2020-10-01,8545,w,Widmer,15,2,Rickenbach Sulz/Rickenbach ZH
2020-10-01,8545,w,Bachmann,13,3,Rickenbach Sulz/Rickenbach ZH
2020-10-01,8545,m,Müller,22,1,Rickenbach Sulz/Rickenbach ZH
2020-10-01,8545,m,Keller,12,4,Rickenbach Sulz/Rickenbach ZH
2020-10-01,8545,m,Graf,11,5,Rickenbach Sulz/Rickenbach ZH
2020-10-01,8546,w,Frei,11,4,Menzengrüt/Islikon/Kefikon TG
2020-10-01,8546,w,Riedel,10,5,Menzengrüt/Islikon/Kefikon TG
2020-10-01,8546,m,Oppedisano,19,2,Menzengrüt/Islikon/Kefikon TG
2020-10-01,8546,m,Frei,10,3,Menzengrüt/Islikon/Kefikon TG
2020-10-01,8546,m,Te Heesen,10,3,Menzengrüt/Islikon/Kefikon TG
2020-10-01,8547,m,Ammann,9,3,Gachnang
2020-10-01,8547,m,Thalmann,7,5,Gachnang
2020-10-01,8548,w,Frei,9,1,Ellikon a d Thur
2020-10-01,8548,w,Bachmann,7,3,Ellikon a d Thur
2020-10-01,8552,w,Schmid,27,1,Felben-Wellhausen
2020-10-01,8552,w,Keller,19,2,Felben-Wellhausen
2020-10-01,8552,w,Meier,15,3,Felben-Wellhausen
2020-10-01,8552,m,Frei,14,3,Felben-Wellhausen
2020-10-01,8553,w,Debrunner,13,1,Mettendorf TG/Hüttlingen/Eschikofen/Harenwilen
2020-10-01,8553,m,Debrunner,16,1,Mettendorf TG/Hüttlingen/Eschikofen/Harenwilen
2020-10-01,8553,m,Müller,7,3,Mettendorf TG/Hüttlingen/Eschikofen/Harenwilen
2020-10-01,8553,m,Sinani,6,4,Mettendorf TG/Hüttlingen/Eschikofen/Harenwilen
2020-10-01,8554,w,n/a,3,4,Bonau/Müllheim-Wigoltgn
2020-10-01,8554,m,Frei,6,3,Bonau/Müllheim-Wigoltgn
2020-10-01,8554,m,n/a,4,4,Bonau/Müllheim-Wigoltgn
2020-10-01,8555,w,Herzog,22,1,Müllheim Dorf
2020-10-01,8555,m,Schneider,12,4,Müllheim Dorf
2020-10-01,8556,w,Roth,11,1,Engwang/Wigoltingen/Illhart/Lamperswil TG
2020-10-01,8556,w,Weber,11,1,Engwang/Wigoltingen/Illhart/Lamperswil TG
2020-10-01,8556,m,Burgermeister,8,3,Engwang/Wigoltingen/Illhart/Lamperswil TG
2020-10-01,8556,m,Uhlmann,7,4,Engwang/Wigoltingen/Illhart/Lamperswil TG
2020-10-01,8558,w,Huber,6,1,Raperswilen
2020-10-01,8558,w,Knupp,6,1,Raperswilen
2020-10-01,8558,w,Kämpf,6,1,Raperswilen
2020-10-01,8558,m,Huber,6,3,Raperswilen
2020-10-01,8558,m,n/a,5,4,Raperswilen
2020-10-01,8560,w,Hess,25,1,Märstetten
2020-10-01,8560,m,Hess,24,1,Märstetten
2020-10-01,8560,m,Müller,18,2,Märstetten
2020-10-01,8561,w,Huber,8,1,Ottoberg
2020-10-01,8561,m,Müller,6,4,Ottoberg
2020-10-01,8564,w,Keller,10,2,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,8564,w,Werner,7,3,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,8564,w,Knöpfel,6,5,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,8564,w,Schmitt,6,5,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,8564,m,Schenk,12,2,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,8564,m,Martin,9,3,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,8564,m,Vetsch,8,4,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,8565,w,Neuhaus,7,3,Hugelshofen
2020-10-01,8565,m,Forster,6,3,Hugelshofen
2020-10-01,8566,w,Forster,10,1,Dotnacht/Neuwilen/Ellighausen/Lippoldswilen
2020-10-01,8566,m,Müller,13,1,Dotnacht/Neuwilen/Ellighausen/Lippoldswilen
2020-10-01,8566,m,Forster,8,3,Dotnacht/Neuwilen/Ellighausen/Lippoldswilen
2020-10-01,8566,m,Stutz,7,4,Dotnacht/Neuwilen/Ellighausen/Lippoldswilen
2020-10-01,8570,w,Schmid,32,3,Weinfelden
2020-10-01,8570,w,Scherrer,25,5,Weinfelden
2020-10-01,8570,m,Schmid,31,5,Weinfelden
2020-10-01,8572,w,Keller,26,1,Andhausen/Guntershausen Berg/Berg TG/Graltshausen
2020-10-01,8572,w,Winkler,12,4,Andhausen/Guntershausen Berg/Berg TG/Graltshausen
2020-10-01,8572,m,Keller,14,1,Andhausen/Guntershausen Berg/Berg TG/Graltshausen
2020-10-01,8573,w,Reisch,37,1,Alterswilen/Altishausen/Siegershausen
2020-10-01,8573,w,Tobler,10,3,Alterswilen/Altishausen/Siegershausen
2020-10-01,8573,m,Reisch,17,2,Alterswilen/Altishausen/Siegershausen
2020-10-01,8574,w,Brüllmann,11,2,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,8574,w,Eisenhut,9,3,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,8574,m,Brüllmann,9,2,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,8575,w,Müller,20,1,Istighofen/Bürglen TG
2020-10-01,8576,m,Welter,7,1,Mauren TG
2020-10-01,8577,m,Ziegler,10,2,Schönholzerswilen
2020-10-01,8577,m,Müller,9,5,Schönholzerswilen
2020-10-01,8580,w,Keller,64,2,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,8580,w,Schmid,54,3,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,8580,w,Roth,32,5,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,8580,m,Schmid,51,4,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,8580,m,Huber,45,5,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,8581,w,Stäheli,16,1,Schocherswil
2020-10-01,8581,w,Keller,8,2,Schocherswil
2020-10-01,8581,m,Keller,18,1,Schocherswil
2020-10-01,8581,m,Stäheli,11,2,Schocherswil
2020-10-01,8582,w,Germann,7,2,Dozwil
2020-10-01,8582,w,Wicki,6,3,Dozwil
2020-10-01,8582,m,n/a,5,3,Dozwil
2020-10-01,8583,w,Selishta,12,4,Götighofen/Donzhausen/Sulgen
2020-10-01,8583,m,Keller,17,1,Götighofen/Donzhausen/Sulgen
2020-10-01,8583,m,Graf,14,3,Götighofen/Donzhausen/Sulgen
2020-10-01,8584,w,n/a,5,3,Leimbach TG/Opfershofen TG
2020-10-01,8584,m,Keller,6,3,Leimbach TG/Opfershofen TG
2020-10-01,8585,w,Keller,17,1,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,8585,w,Roth,10,4,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,8585,w,Reinhart,10,4,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,8585,w,Brunner,10,4,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,8585,m,Huber,19,1,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,8585,m,Roth,12,4,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,8585,m,Brunner,11,5,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,8585,m,Meier,11,5,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,8586,w,Schmid,17,4,Kümmertshausen/Ennetaach/Buch b. Kümmertshs/Erlen/Andwil TG/Riedt b. Erlen/Buchackern/Engishofen
2020-10-01,8586,m,Müller,28,1,Kümmertshausen/Ennetaach/Buch b. Kümmertshs/Erlen/Andwil TG/Riedt b. Erlen/Buchackern/Engishofen
2020-10-01,8586,m,Schenk,19,2,Kümmertshausen/Ennetaach/Buch b. Kümmertshs/Erlen/Andwil TG/Riedt b. Erlen/Buchackern/Engishofen
2020-10-01,8586,m,Keller,18,4,Kümmertshausen/Ennetaach/Buch b. Kümmertshs/Erlen/Andwil TG/Riedt b. Erlen/Buchackern/Engishofen
2020-10-01,8587,w,n/a,5,5,Oberaach
2020-10-01,8587,m,Zimmermann,6,4,Oberaach
2020-10-01,8588,w,Kreis,29,1,Zihlschlacht
2020-10-01,8588,w,Edelmann,13,4,Zihlschlacht
2020-10-01,8588,w,Grau,11,5,Zihlschlacht
2020-10-01,8588,m,Keller,30,1,Zihlschlacht
2020-10-01,8589,w,Baumann,7,3,Sitterdorf
2020-10-01,8589,w,Meier,6,4,Sitterdorf
2020-10-01,8589,m,Berner,17,1,Sitterdorf
2020-10-01,8589,m,Meier,7,3,Sitterdorf
2020-10-01,8590,w,Müller,84,1,Romanshorn
2020-10-01,8590,w,Keller,32,3,Romanshorn
2020-10-01,8590,w,Hug,27,5,Romanshorn
2020-10-01,8590,m,Engbersen,31,5,Romanshorn
2020-10-01,8592,w,Walcher,17,1,Uttwil
2020-10-01,8592,w,Haering,15,2,Uttwil
2020-10-01,8592,m,Müller,12,3,Uttwil
2020-10-01,8593,w,Roth,17,1,Kesswil
2020-10-01,8593,w,Stübi,6,5,Kesswil
2020-10-01,8593,w,Knup,6,5,Kesswil
2020-10-01,8593,w,Protopapa,6,5,Kesswil
2020-10-01,8593,m,Nobs,7,4,Kesswil
2020-10-01,8594,w,Müller,17,2,Güttingen
2020-10-01,8594,w,Bauer,15,3,Güttingen
2020-10-01,8594,w,Griesemer,14,5,Güttingen
2020-10-01,8595,w,Widmer,12,2,Altnau
2020-10-01,8595,w,Boschung,11,3,Altnau
2020-10-01,8595,w,Eberle,10,4,Altnau
2020-10-01,8595,m,Eberle,16,1,Altnau
2020-10-01,8595,m,Braun,11,3,Altnau
2020-10-01,8596,w,Hickethier,15,1,Münsterlingen/Scherzingen
2020-10-01,8596,w,Rutishauser,14,2,Münsterlingen/Scherzingen
2020-10-01,8596,w,Gmünder,11,3,Münsterlingen/Scherzingen
2020-10-01,8596,w,Blaser,9,5,Münsterlingen/Scherzingen
2020-10-01,8596,w,Keller,9,5,Münsterlingen/Scherzingen
2020-10-01,8596,m,Rutishauser,13,2,Münsterlingen/Scherzingen
2020-10-01,8597,w,Crisafulli,8,3,Landschlacht
2020-10-01,8597,w,Wüest,6,5,Landschlacht
2020-10-01,8597,w,Lang,6,5,Landschlacht
2020-10-01,8597,w,Leuch,6,5,Landschlacht
2020-10-01,8597,m,Crisafulli,14,1,Landschlacht
2020-10-01,8597,m,Reinli,10,2,Landschlacht
2020-10-01,8597,m,Leuch,7,5,Landschlacht
2020-10-01,8598,w,Keller,11,4,Bottighofen
2020-10-01,8598,w,Munz,10,5,Bottighofen
2020-10-01,8598,m,Rutishauser,12,2,Bottighofen
2020-10-01,8598,m,Baumann,12,2,Bottighofen
2020-10-01,8598,m,Keller,10,4,Bottighofen
2020-10-01,8598,m,Huber,9,5,Bottighofen
2020-10-01,8599,w,Wüst,8,1,Salmsach
2020-10-01,8599,w,Flaig,7,3,Salmsach
2020-10-01,8599,m,Wüst,13,1,Salmsach
2020-10-01,8599,m,Schneider,7,2,Salmsach
2020-10-01,8599,m,Zaimi,6,3,Salmsach
2020-10-01,8599,m,Schumacher,6,3,Salmsach
2020-10-01,8599,m,Calonder,6,3,Salmsach
2020-10-01,8600,w,Meier,89,1,Dübendorf
2020-10-01,8600,w,Schmid,61,3,Dübendorf
2020-10-01,8600,m,Meier,91,1,Dübendorf
2020-10-01,8600,m,Huber,44,5,Dübendorf
2020-10-01,8602,w,Brunner,13,3,Wangen ZH
2020-10-01,8602,m,Brunner,12,2,Wangen ZH
2020-10-01,8602,m,Fischer,12,2,Wangen ZH
2020-10-01,8603,w,Steiner,12,5,Schwerzenbach
2020-10-01,8603,m,Müller,23,2,Schwerzenbach
2020-10-01,8604,w,Meier,52,2,Volketswil
2020-10-01,8604,w,Keller,40,4,Volketswil
2020-10-01,8604,w,Morina,35,5,Volketswil
2020-10-01,8604,m,Schmid,58,1,Volketswil
2020-10-01,8605,w,Temperli,15,1,Gutenswil
2020-10-01,8605,w,Arnold,14,2,Gutenswil
2020-10-01,8605,w,Müller,11,4,Gutenswil
2020-10-01,8605,m,Müller,9,3,Gutenswil
2020-10-01,8606,w,Huber,22,5,Nänikon/Greifensee
2020-10-01,8606,m,Meier,47,1,Nänikon/Greifensee
2020-10-01,8606,m,Schmid,32,3,Nänikon/Greifensee
2020-10-01,8607,w,Messikommer,14,2,Aathal-Seegräben
2020-10-01,8607,w,Kunz,10,3,Aathal-Seegräben
2020-10-01,8607,w,Fischer,8,4,Aathal-Seegräben
2020-10-01,8607,m,Burri,11,2,Aathal-Seegräben
2020-10-01,8608,w,Müller,20,1,Bubikon
2020-10-01,8608,w,Schmid,19,3,Bubikon
2020-10-01,8608,w,Meier,15,4,Bubikon
2020-10-01,8608,w,Weber,14,5,Bubikon
2020-10-01,8608,m,Keller,18,5,Bubikon
2020-10-01,8610,w,Müller,158,1,Uster
2020-10-01,8610,w,Schmid,92,3,Uster
2020-10-01,8610,m,Schmid,86,3,Uster
2020-10-01,8610,m,Huber,73,5,Uster
2020-10-01,8614,w,Nägeli,9,3,Bertschikon Gossau/Sulzbach
2020-10-01,8614,w,Bühlmann,8,4,Bertschikon Gossau/Sulzbach
2020-10-01,8614,m,Zollinger,12,1,Bertschikon Gossau/Sulzbach
2020-10-01,8615,w,Boffa,10,1,Freudwil/Wermatswil
2020-10-01,8615,w,Weber,10,1,Freudwil/Wermatswil
2020-10-01,8615,w,Müller,8,3,Freudwil/Wermatswil
2020-10-01,8615,m,Boffa,10,2,Freudwil/Wermatswil
2020-10-01,8615,m,Huber,7,4,Freudwil/Wermatswil
2020-10-01,8616,w,n/a,4,5,Riedikon
2020-10-01,8616,m,Llozani,6,2,Riedikon
2020-10-01,8616,m,n/a,5,4,Riedikon
2020-10-01,8617,w,Koch,21,2,Mönchaltorf
2020-10-01,8617,w,Ruch,20,3,Mönchaltorf
2020-10-01,8617,m,Müller,17,3,Mönchaltorf
2020-10-01,8617,m,Wohlgemuth,16,5,Mönchaltorf
2020-10-01,8618,w,Pfister,13,4,Oetwil am See
2020-10-01,8618,m,Hauser,16,3,Oetwil am See
2020-10-01,8618,m,Schmid,14,4,Oetwil am See
2020-10-01,8620,w,Müller,59,1,Wetzikon ZH
2020-10-01,8623,w,Rüegg,24,4,Wetzikon ZH
2020-10-01,8623,m,Meier,24,5,Wetzikon ZH
2020-10-01,8624,w,Stocker,10,5,Grüt (Gossau ZH)
2020-10-01,8625,w,Huber,30,1,Gossau ZH
2020-10-01,8625,w,Meyer,16,4,Gossau ZH
2020-10-01,8625,m,Meier,21,4,Gossau ZH
2020-10-01,8626,w,Keller,13,1,Ottikon
2020-10-01,8626,w,Hess,11,2,Ottikon
2020-10-01,8626,w,Graf,9,4,Ottikon
2020-10-01,8626,w,Kuhn,8,5,Ottikon
2020-10-01,8626,w,Forrer,8,5,Ottikon
2020-10-01,8626,m,Reiser,13,1,Ottikon
2020-10-01,8626,m,Egli,8,3,Ottikon
2020-10-01,8626,m,Heusser,8,3,Ottikon
2020-10-01,8626,m,Hess,8,3,Ottikon
2020-10-01,8627,w,Meier,20,2,Grüningen
2020-10-01,8627,w,Müller,18,4,Grüningen
2020-10-01,8627,m,Kunz,27,2,Grüningen
2020-10-01,8627,m,Keller,18,4,Grüningen
2020-10-01,8630,w,Meier,56,1,Rüti ZH
2020-10-01,8630,w,Keller,38,4,Rüti ZH
2020-10-01,8630,w,Rüegg,37,5,Rüti ZH
2020-10-01,8630,m,Keller,46,3,Rüti ZH
2020-10-01,8630,m,Egli,39,4,Rüti ZH
2020-10-01,8630,m,Weber,36,5,Rüti ZH
2020-10-01,8632,w,Meier,22,2,Tann
2020-10-01,8633,w,Weber,20,1,Wolfhausen
2020-10-01,8634,w,Müller,64,1,Hombrechtikon
2020-10-01,8634,m,Müller,63,1,Hombrechtikon
2020-10-01,8635,w,Honegger,21,2,Dürnten
2020-10-01,8635,w,Müller,18,4,Dürnten
2020-10-01,8635,m,Honegger,16,3,Dürnten
2020-10-01,8636,w,Brändli,27,5,Wald ZH
2020-10-01,8636,m,Honegger,51,1,Wald ZH
2020-10-01,8637,w,Brunner,12,1,Laupen ZH
2020-10-01,8637,w,Keller,8,5,Laupen ZH
2020-10-01,8637,m,Rüegg,12,1,Laupen ZH
2020-10-01,8637,m,Gubler,11,3,Laupen ZH
2020-10-01,8638,w,Blöchlinger,50,1,Goldingen
2020-10-01,8638,w,Gübeli,18,4,Goldingen
2020-10-01,8638,m,Oberholzer,30,2,Goldingen
2020-10-01,8638,m,Rüegg,26,3,Goldingen
2020-10-01,8640,w,Rüegg,36,1,Rapperswil SG/Hurden
2020-10-01,8640,w,Weber,22,4,Rapperswil SG/Hurden
2020-10-01,8640,w,Steiner,21,5,Rapperswil SG/Hurden
2020-10-01,8640,m,Rüegg,40,1,Rapperswil SG/Hurden
2020-10-01,8640,m,Schmid,27,3,Rapperswil SG/Hurden
2020-10-01,8640,m,Weber,25,5,Rapperswil SG/Hurden
2020-10-01,8645,w,Helbling,82,1,Jona
2020-10-01,8645,m,Helbling,66,3,Jona
2020-10-01,8646,m,Helbling,14,1,Wagen
2020-10-01,8646,m,Rüegg,9,2,Wagen
2020-10-01,8646,m,Meier,9,2,Wagen
2020-10-01,8646,m,Zuppiger,8,4,Wagen
2020-10-01,8646,m,Bisig,7,5,Wagen
2020-10-01,8646,m,Morger,7,5,Wagen
2020-10-01,8700,w,Weber,30,5,Küsnacht ZH
2020-10-01,8700,m,Müller,87,1,Küsnacht ZH
2020-10-01,8702,w,Schmid,20,5,Zollikon
2020-10-01,8702,m,Frey,21,4,Zollikon
2020-10-01,8703,w,Meier,21,2,Erlenbach ZH
2020-10-01,8703,w,Zimmermann,17,3,Erlenbach ZH
2020-10-01,8703,m,Braun,13,5,Erlenbach ZH
2020-10-01,8704,m,Keller,29,2,Herrliberg
2020-10-01,8704,m,Schmid,22,3,Herrliberg
2020-10-01,8706,w,Schmid,42,2,Meilen
2020-10-01,8706,w,Keller,37,4,Meilen
2020-10-01,8706,m,Weber,42,2,Meilen
2020-10-01,8706,m,Keller,38,4,Meilen
2020-10-01,8706,m,Meier,37,5,Meilen
2020-10-01,8707,w,Meier,25,2,Uetikon am See
2020-10-01,8707,m,Huber,19,4,Uetikon am See
2020-10-01,8708,w,Huber,35,3,Männedorf
2020-10-01,8708,m,Müller,52,1,Männedorf
2020-10-01,8708,m,Schmid,41,2,Männedorf
2020-10-01,8708,m,Huber,34,5,Männedorf
2020-10-01,8712,w,Keller,29,4,Stäfa
2020-10-01,8712,m,Meyer,39,2,Stäfa
2020-10-01,8712,m,Schmid,30,4,Stäfa
2020-10-01,8713,w,Müller,24,1,Uerikon
2020-10-01,8713,m,Müller,30,1,Uerikon
2020-10-01,8714,w,n/a,5,1,Feldbach
2020-10-01,8714,w,n/a,3,5,Feldbach
2020-10-01,8714,m,n/a,4,4,Feldbach
2020-10-01,8715,w,n/a,3,1,Bollingen
2020-10-01,8715,w,n/a,2,3,Bollingen
2020-10-01,8716,w,Müller,69,1,Schmerikon
2020-10-01,8716,w,Züger,22,4,Schmerikon
2020-10-01,8716,m,Rüegg,35,3,Schmerikon
2020-10-01,8717,w,Hofstetter,59,1,Benken SG
2020-10-01,8717,w,Romer,52,2,Benken SG
2020-10-01,8717,w,Jud,43,3,Benken SG
2020-10-01,8717,m,Hofstetter,60,1,Benken SG
2020-10-01,8717,m,Romer,52,2,Benken SG
2020-10-01,8718,w,Jud,59,2,Schänis
2020-10-01,8718,m,Steiner,69,1,Schänis
2020-10-01,8718,m,Giger,36,3,Schänis
2020-10-01,8722,w,Rüegg,56,3,Kaltbrunn
